conference,paper,year,title,conceptual paper,DASA,Open access,batch,reviewer 2,input data,methods/analysis/processing,computational environment,results,reviewer 2 notes,AGILE Reproducible badge,AGILE Reproducible report
giscience,giscience_2016_003,2016,Hierarchical Prism Trees for Scalable Time Geographic Analysis,F,no,no,4,DN,0 undocumented,1 documented,F,1 documented,"DN: data structure for data analysis with demonstration case based on open data; in final paragraph a Python tool suite is said to be under development; enviroCar is described as a data source, but the subset used for analysis is not documented; method is described in plain text (not formulas);  exemplary result is shown in a couple of figures; IMO this borders on conceptional, and the demonstration case could likely have been shared reproducibly at the time of publication;",F,NA
giscience,giscience_2016_004,2016,Mining Network Hotspots with Holes: A Summary of Results,F,no,no,4,EK,1 documented,1 documented,F,1 documented,"- Links for datasets under ""Experimental Evaluation"" provided. 
- Methods and results documented in the manuscript, no links to code",NA,NA
giscience,giscience_2016_005,2016,Distance-Constrained k Spatial Sub-Networks: A Summary of Results,F,no,no,4,RD,0 undocumented,1 documented,F,0 undocumented,"Authors stated that: ""Interested readers may contact the authors for additional detail on the data and code used for this analysis""
- input data: user used OSM without giving filter fields. They also use a dataset of crime without giving a name or an URL
- methodology: pseudo provided
- results: empty",NA,NA
giscience,giscience_2016_006,2016,GIScience Considerations in Spatial Social Networks,T,no,no,4,ST,NA,NA,F,NA,"Conceptual article, it discusses theoretical and methodological aspects without utilizing specific datasets, computational tools, or producing tangible results",NA,NA
giscience,giscience_2016_007,2016,On Distortion of Raster-Based Least-Cost Corridors,F,no,no,4,MM,1 documented,1 documented,F,1 documented,"Data: Although not providing the data, grids could be recreated",NA,NA
giscience,giscience_2016_008,2016,Model-Based Clustering of Social Vulnerability to Urban Extreme Heat Events,F,no,no,4,PK,0 undocumented,0 undocumented,F,1 documented,"Data: Potentially recreatable, but so much info is missing a lot of guessing would be needed.
Method: Diagrams and description, but implementation details are absent. Contact authors stated in workflow diagram.",NA,NA
giscience,giscience_2016_009,2016,Representing the Spatial Extent of Places Based on Flickr Photos with a Representativeness-Weighted Kernel Density Estimation,F,no,no,4,AG,1 documented,1 documented,F,1 documented,"Data: Flickr photos, borders, ",NA,NA
giscience,giscience_2016_010,2016,Scaling Behavior of Human Mobility Distributions,F,no,no,4,TN,1 documented,1 documented,F,1 documented,"TN: 
- input data documented by references, but not easily accessible and therefore not available 
- methods documented by formulas, text, no scripts (e.g. R scripts) available for generated figures 
- results presented as figures, text, but no raw data (e.g. mentioned text files) available
- some characteristics of the computing environment mentioned (software: Eureqa, R, Ubuntu 15.10), hardware Core AMD processor, 8 GB memory), but some versions are missing. ",NA,NA
giscience,giscience_2016_011,2016,pFUTURES: A Parallel Framework for Cellular Automaton Based Urban Growth Models,F,no,no,4,DN,0 undocumented,1 documented,F,1 documented,"DN: framework for distributed computing based on open-source model; system is described in detail in the text and illustrated with figures; an experimental evaluation was conducted, listing the system hardware and reporting execution times in graphs only, no statistics/numbers; no mentioning of where the test data (three study regions, all US based, likely public data..) comes from;",F,NA
giscience,giscience_2016_012,2016,From Data Streams to Fields: Extending Stream Data Models with Field Data Types,T,no,no,4,EK,NA,NA,F,NA,"Formalization of suggested data model, the paper basically consists of literature review and definitions/descriptions of data types.",NA,NA
giscience,giscience_2016_013,2016,Point Partitions: A Qualitative Representation for Region-Based Spatial Scenes in R2,T,no,no,4,RD,NA,NA,F,NA,"Authors examined different topological relations between objects like Disjoint, Overlap, Contains, ...",NA,NA
giscience,giscience_2016_014,2016,Fine Scale Spatio-Temporal Modelling of Urban Air Pollution,F,no,no,4,ST,0 undocumented,1 documented,F,1 documented,"Input Data: NO concentration data collected from regulatory networks in Calgary over three years is used, but no direct access or DOIs are provided.
Methods: spatio-temporal modeling using harmonic regression and land use regression (LUR) is detailed; methodology well-documented but no code shared.
Results: results include predictions of NO₂ concentrations at postal code levels, figures, RMSE metrics, and maps of spatial coefficients; output data not shared.
Computational Environment: no details on hardware, OS, or runtime specifics.",NA,NA
giscience,giscience_2016_015,2016,Modeling Checkpoint-Based Movement with the Earth Mover’s Distance,F,no,no,4,MM,0 undocumented,1 documented,F,1 documented,"Data: source dataset could be obtained, but the applied modifications are poorly described
Methods: formulas included, but with few details",NA,NA
giscience,giscience_2016_016,2016,Exploratory Chronotopic Data Analysis,F,no,no,4,PK,0 undocumented,1 documented,F,1 documented,"Data: No enough detail to regenerate the dataset. To be fair it is a massive dataset, the temporal dimension is also essential here as wiki is always changing
Method: General description, but bordering on undocumented",NA,NA
giscience,giscience_2016_017,2016,Exploring the Notion of Spatial Lenses,T,no,no,4,AG,NA,NA,F,NA,,NA,NA
giscience,giscience_2016_018,2016,Moon Landing or Safari? A Study of Systematic Errors and Their Causes in Geographic Linked Data,F,no,no,4,TN,0 undocumented,1 documented,F,1 documented,"TN:
- input data (e.g. figure 1) mentioned but not specified (corresponding elsewhere in the paper partly not working e.g. lodlaundromat), no details available how data was extracted 
- figure 1 as result is mentioned as available in high resolution on university website but link does not working 
- SPARQL queries used are mentioned but results of these queries not shown ",NA,NA
giscience,giscience_2016_019,2016,Circles in the Water: Towards Island Group Labeling,F,no,no,4,DN,0 undocumented,1 documented,F,1 documented,"DN: new label placement algorithm, tested exprimentally with real-world data; further results are link to a personal website, which is offline and not archived in the Wayback Machine; algorithm is documented in text/Lemmas; examples are shown as maps and with statistics comparing computed and original/manual label; a few people are thanked for providing digized maps - so copyright of the data may actually have been an issue, not that any attempt of sharing code or data seems to have been made;",F,NA
giscience,giscience_2016_020,2016,An Algorithmic Framework for Labeling Road Maps,F,no,no,4,EK,0 undocumented,1 documented,T,1 documented,"Paper provides link for the raw data, but access is forbidden for me. Methods and results described in the text. Few computational env. details also mentioned there.",NA,NA
giscience,giscience_2016_021,2016,Measuring Cognitive Load for Map Tasks Through Pupil Diameter,F,no,no,4,RD,0 undocumented,1 documented,F,1 documented,"Measurement of pupil dilatation when users are asked several tasks on a web maps (as a proxy of cognitive load)
- input data: Gmap and OSM without filter or precise extent. Authors said they use old Gmaps style (from 2013) and it was not available in 2016. The datasets of eye tracking is not available 
- methodology: explained but no link is provided
- results: explained but no link is provided
- computational env: only the eye tracker set-up is partially described",NA,NA
giscience,giscience_2018_001,2018,Early Detection of Herding Behaviour during Emergency Evacuations,F,no,yes,2,TN,1 documented,1 documented,F,1 documented,"TN:
- documented how data for the experiments were created, but not available (e.g. text file for location data, no script available how simulation was conducted) 
- used methods are documented by text and formulas 
- results documented in tables and graphs 
- computational environment not available ",NA,NA
giscience,giscience_2018_002,2018,What Makes Spatial Data Big? A Discussion on How to Partition Spatial Data,F,no,yes,2,DN,0 undocumented,1 documented,F,1 documented,DN: new partioning algorithm and experimental data to demonstrate it (both synthetic and real); no links to data or code; ,F,NA
giscience,giscience_2018_003,2018,Intersections of Our World,F,no,yes,2,EK,1 documented,1 documented,F,2 available,"Conceptual paper with computationally implemented methodology and few use-cases; 
Original data from OSM;
Methods very elaborately described in the paper, sadly no code is shared;
Link to web app that runs the analysis and returns results on a sample area still working.",NA,NA
giscience,giscience_2018_004,2018,Considerations of Graphical Proximity and Geographical Nearness,F,no,yes,2,RD,1 documented,1 documented,F,1 documented,"- Data : a lime survey completed by 10 students 
- Code : they used a open source Software (JASP) without giving a link nor a version number
- post-processing: It seems that tables and figures were done with JASP",NA,NA
giscience,giscience_2018_005,2018,An Empirical Study on the Names of Points of Interest and Their Changes with Geographic Distance,F,no,yes,2,ST,2 available,1 documented,F,1 documented,"Input Data: Yelp dataset referenced, publicly accessible with a link (and registration), but lacks DOIs or specific subsets.
Methods: documented term analysis (TF-IDF, word2vec) and geographic distance modeling, no code provided.
Results: documented with figures and quantitative metrics, but no output data shared.
Computational Environment: Python used, but no details on hardware, OS, or runtime specifics.",NA,NA
giscience,giscience_2018_006,2018,Outlier Detection and Comparison of Origin-Destination Flows Using Data Depth,F,no,yes,2,MM,2 available,1 documented,F,1 documented,"Data: availabe via third party
Methods: link available upon request, it is then available?",NA,NA
giscience,giscience_2018_007,2018,Is Salience Robust? A Heterogeneity Analysis of Survey Ratings,F,no,yes,2,PK,0 undocumented,0 undocumented,F,1 documented,"Data: Search of cited location by title, author names led to no data
Method: Loose description, not detials to follow for implementation",NA,NA
giscience,giscience_2018_008,2018,Labeling Points of Interest in Dynamic Maps using Disk Labels,F,no,yes,2,AG,1 documented,1 documented,F,1 documented,"Data: OSM
Method: partially on GH [11],[14]",NA,NA
giscience,giscience_2018_009,2018,Improving Discovery of Open Civic Data,F,yes,yes,2,TN,2 available,1 documented,F,1 documented,"TN: 
- paper describes how to develop an annotation for describing civic data, exemplarily for the ArcGIS Hub. 
- input data as existing concepts and vocabularies linked, but sometimes not available. Vocabularies are also available in the GitHub repository. 
- methods describe an evaluation (scripts missing), but results of this evaluation were not available at the time of publication. 
- it is therefore difficult to evaluate this paper. On the one hand, an implementation is described as a result, and on the other hand, an evaluation is described in the methods section, without corresponding results. However, as the implementation is described as an outcome, I judge it to be documented accordingly, but one may come to a different judgement here.",NA,NA
giscience,giscience_2018_010,2018,Local Co-location Pattern Detection: A Summary of Results,F,no,yes,2,DN,1 documented,1 documented,F,1 documented,"DN: experiemental evaluation of new algorithm with a case study; algorithm described in pseudo code etc.; original data links still work but parts very briefly described (""cities from ESRI""); ",F,NA
giscience,giscience_2018_011,2018,Detection and Localization of Traffic Signals with GPS Floating Car Data and Random Forest,F,no,yes,2,EK,0 undocumented,1 documented,F,1 documented,"Ground truth data from OSM, but floating car data provided by a private company and not made available (although very well documented in the text);
Methods, data, and results very analytically documented in the text, but nowhere to be accessed online;",NA,NA
giscience,giscience_2018_012,2018,Heterogeneous Skeleton for Summarizing Continuously Distributed Demand in a Region,F,no,yes,2,RD,0 undocumented,1 documented,T,0 undocumented,"- Data : A polygon (created with ArcGIS)
- Method: a pseudo code is provided to compute the skeleton
- Computational env: OS, Hardware, runtime and python libs are described and ... ArcGIS
- Outputs: visualization made with ArcGIS (but with no more details)",NA,NA
giscience,giscience_2018_013,2018,A Network Flow Model for the Analysis of Green Spaces in Urban Areas,F,no,yes,2,ST,1 documented,1 documented,F,1 documented,"Input Data: Urban Atlas 2012 and OpenStreetMap datasets referenced, publicly accessible, but no DOIs or specific subsets provided.
Methods: network flow model for green space accessibility and linear programming documented, no code provided.
Results: documented with figures (e.g., green space per capita, accessibility) and metrics, no output data shared.
Computational Environment: Python and Java mentioned, with hardware (Intel Xeon CPU, 32GB RAM) and running times described; OS details missing.",NA,NA
giscience,giscience_2018_014,2018,Continuous Obstructed Detour Queries,F,no,yes,2,MM,0 undocumented,1 documented,F,1 documented,"Data: no information provided
Methods: pseudo code provided
Comp: HW details, but no OS or SW versions",NA,NA
giscience,giscience_2018_015,2018,Enhanced Multi Criteria Decision Analysis for Planning Power Transmission Lines,F,no,yes,2,PK,0 undocumented,0 undocumented,F,1 documented,"Data: No list of sources or links.
Method: Equations, not implementation
Enviro: Some hardware infor p8",NA,NA
giscience,giscience_2018_016,2018,FUTURES-AMR: Towards an Adaptive Mesh Refinement Framework for Geosimulations,F,no,yes,2,AG,0 undocumented,1 documented,F,1 documented,"Data: no info 
Method: equations and diagrams
Comp env: some setup specs provided",NA,NA
giscience,giscience_2018_017,2018,xNet+SC: Classifying Places Based on Images by Incorporating Spatial Contexts,F,no,yes,2,TN,1 documented,1 documented,F,1 documented,"TN: 
- using categories source available via GitHub link 
- selected images as data input from GoogleMaps, Google Street View, Yelp but collection not available 
- used different CNNs which are linked as references 
- documenting methods to calculate the three defined spatial contexts by formulas but no scripts or code available 
- Models and metrics documented but e.g. trained LSTM model not available
- Results shown by tables but no raw results available",NA,NA
giscience,giscience_2021_001,2020,Using Georeferenced Twitter Data to Estimate Pedestrian Traffic in an Urban Road Network,F,no,yes,1,TN,1 documented,0 undocumented,F,1 documented,"TN: 
- information about data documented, but not properly indicated how to access
- no parameter details documented in terms of methods 
- computational environment not available
- results described by text and tables",NA,NA
giscience,giscience_2021_002,2020,Estimation of Moran’s I in the Context of Uncertain Mobile Sensor Measurements,F,no,yes,1,DN,1 documented,1 documented,F,1 documented,DN: two case studies: data from sensor-equipped cars and controlled synthetic data; data generation process is described in text; no mentioning of used software; results are described with figures,F,NA
giscience,giscience_2021_003,2020,Generalizing Deep Models for Overhead Image Segmentation Through Getis-Ord Gi* Pooling,F,no,yes,1,EK,1 documented,1 documented,F,1 documented,"- The link to the input data is not working, but if I google it with the name provided in Ref [1], I can find the dataset and it matches the description. My assumption is that the link changed over time. Input data could therefore be '2', as they are still available, but I gave '1' because the paper does not link them directly.
- Methods and results very well documented, sadly no code to be found linked to the paper.",NA,NA
giscience,giscience_2021_004,2020,Serverless GEO Labels for the Semantic Sensor Web,F,no,yes,1,RD,2 available,3 available & open,T,3 available & open,"Perfect example of a fully reproducible article.
for input data, I did not use a ""3"" because only a list of links and short description are provided (without license)
There is no DASA section but a lot of thinks (except for data) are provided in suplement materials section",NA,NA
giscience,giscience_2021_005,2020,Search Facets and Ranking in Geospatial Dataset Search,T,no,yes,1,ST,NA,NA,F,NA,,NA,NA
giscience,giscience_2021_006,2020,How Do People Describe Locations During a Natural Disaster: An Analysis of Tweets from Hurricane Harvey,F,no,yes,1,MM,3 available & open,0 undocumented,F,1 documented,"Data: no DOI, but ARK
Methods: preprocessing in GH, but no sw versions, parameters, etc.
Results: No code, no raw results",NA,NA
giscience,giscience_2021_007,2020,Introducing Diversion Graph for Real-Time Spatial Data Analysis with Location Based Social Networks,F,no,yes,1,PK,0 undocumented,0 undocumented,F,1 documented,"Data: No ability to recreate synthetic datasets. 
Method: Algortihm presented, but no computational implementation info.",NA,NA
giscience,giscience_2021_008,2020,"Not Arbitrary, Systematic! Average-Based Route Selection for Navigation Experiments",F,no,yes,1,AG,1 documented,1 documented,F,1 documented,Run time is missing,NA,NA
giscience,giscience_2021_009,2020,Traffic Congestion Aware Route Assignment,F,no,yes,1,TN,1 documented,1 documented,F,1 documented,"TN: 
- information about data as well as methods documented, but not properly indicated how to access (both networks and algorithms), pseudo code available
- computation time is compared for different algorithms but there are no information documented concerning hardware and software resources used
- results described by text and tables",NA,NA
giscience,giscience_2021_010,2020,Estimating Hourly Population Distribution Patterns at High Spatiotemporal Resolution in Urban Areas Using Geo-Tagged Tweets and Dasymetric Mapping,F,no,yes,1,DN,1 documented,0 undocumented,F,1 documented,DN: geo-tagged tweets as data (not available) and not mention of code/analysis software,F,NA
giscience,giscience_2021_011,2020,Multiple Resource Network Voronoi Diagram,F,yes,yes,1,EK,1 documented,1 documented,F,1 documented,"- Data for experimental validation from OSM, so I guess similar data can still be retrieved.
- Code supposedly linked to paper, but URL not working :(
- Some aspects of comp. env. mentioned, but description is not complete (eg. SW modules needed).",NA,NA
giscience,giscience_2021_012,2020,LSTM-TrajGAN: A Deep Learning Approach to Trajectory Privacy Protection,F,no,yes,1,RD,0 undocumented,1 documented,F,1 documented,"- Data: no link nor info just a ref to 2 papers (I havent read them)
- Method is described but no link is provided nor computational info",NA,NA
giscience,giscience_2021_013,2020,Analyzing Trajectory Gaps for Possible Rendezvous: A Summary of Results,F,no,yes,1,ST,2 available,1 documented,F,1 documented,"Input data: public dataset (MarineCadastre) referenced but lacks specific links or DOI.
Methods: algorithms (Plane Sweep, SGT-TS) well-documented, no code provided.
Results: documented with figures and descriptions but lacks raw data.
Computational environment: basic details provided (Python, Intel Core i5, 16GB memory).",NA,NA
giscience,giscience_2021_014,2020,"You Are Not Alone: Path Search Models, Traffic, and Social Costs",F,no,yes,1,MM,0 undocumented,1 documented,F,1 documented,"Data: from OSM, no details
Methods: formulas provided, no libraries mentioned
Results: no raw results",NA,NA
giscience,giscience_2021_015,2020,Volume from Outlines on Terrains,F,no,yes,1,PK,0 undocumented,1 documented,F,1 documented,"Data: Source identified, but details to recover exact dataset not provided. Synthetic dataset info missing. 
Method: Appear manual tracing of path cannot be reproduced. Procedures generally described.",NA,NA
giscience,giscience_2021_016,2020,Traffic Prediction Framework for OpenStreetMap Using Deep Learning Based Complex Event Processing and Open Traffic Cameras,F,yes,yes,1,AG,1 documented,0 undocumented,F,1 documented,,F,NA
giscience,giscience_2021_017,2021,Adaptive Voronoi Masking: A Method to Protect Confidential Discrete Spatial Data,F,no,yes,1,DN,1 documented,1 documented,F,1 documented,"DN: use spatial data analysis tools to evaluate different masking methods; some data download links still work, but aurhots do not provide their processed data and are sometimes vague (""removed small streets""); own Python code is not shared, tool download links broken (CrimeStat)",F,NA
giscience,giscience_2021_018,2021,Reproducible Research and GIScience: An Evaluation Using GIScience Conference Papers,F,yes,yes,1,TN,3 available & open,3 available & open,T,3 available & open,"TN:
!potential conflict of interest due to employment and supervisory relationship! 
- input data (GIScience conf. proceedings) openly available via DOI
- code used and results openly available via Zenodo. 
- computing environment provided via Docker (even if the execution via binder does not seem to work at the moment). ",NA,NA
giscience,giscience_2021_019,2021,Comparison of Simulated Fast and Green Routes for Cyclists and Pedestrians,F,yes,yes,1,EK,1 documented,2 available,T,1 documented,"- Input data can be downloaded from OSM and Google Earth Engine
- Part of the code is available on Zenodo and part on Github
- Run time and HW requirements missing, but they still did a good job in documenting comp. env. by sharing package list and docker container",NA,NA
giscience,giscience_2021_020,2021,A Clustering-Based Framework for Individual Travel Behaviour Change Detection,F,yes,yes,1,RD,3 available & open,2 available,F,3 available & open,"- Data : the real data were not available for privacy and ownership permssion 
But in their GH, the authors provided a link to similar data (but it was not described in the paper)
- Code & outputs : GH links provided with clear instructions along with a SWHID",NA,NA
giscience,giscience_2021_021,2021,Will You Take This Turn? Gaze-Based Turning Activity Recognition During Navigation,F,no,yes,1,ST,3 available & open,1 documented,F,1 documented,"Input Data: dataset referenced with DOI
Methods: machine learning models (XGBoost) documented, no code provided.
Results: documented with figures, accuracy metrics, and confusion matrices, but no raw data shared.
Computational environment: Python and libraries mentioned, but no hardware, OS, or runtime specifics.",NA,NA
giscience,giscience_2021_022,2021,Bicriteria Aggregation of Polygons via Graph Cuts,F,no,yes,1,MM,0 undocumented,1 documented,F,1 documented,"Data: from OSM, no details
Methods: pseudocode, no libraries mentioned
Results: no code nor raw results",NA,NA
giscience,giscience_2021_023,2021,Coordinated Schematization for Visualizing Mobility Patterns on Networks,F,yes,yes,1,PK,1 documented,1 documented,F,NA,"Data: Similar data can likely be recreated from OSM. GPS data is proprietary would require some work.
Methods: Text Documenting, but no translation to code
Enviro: C++, MoveTK, CGAL but no futher info",NA,NA
giscience,giscience_2021_024,2021,Harmonious Simplification of Isolines,F,yes,yes,1,AG,1 documented,2 available,F,1 documented,,NA,NA
giscience,giscience_2021_025,2021,Navigating Your Way! Increasing the Freedom of Choice During Wayfinding,F,no,yes,1,TN,0 undocumented,1 documented,F,3 available & open,"TN: 
- raw network data has been downloaded from OSM, but no further details (e.g. cities given but no extents) 
- parameter details are given by describing properties, formulas and a kind of detailed pseudo-code 
- results dataset can be found via zenodo, but not directly via the DOI in the paper, only via the linked research group website  
- python version used and networkx package version given, but no computing environment available. The research group's website states that source code will be released soon, but no link available",NA,NA
giscience,giscience_2021_026,2021,Terrain Prickliness: Theoretical Grounds for High Complexity Viewsheds,F,yes,yes,1,DN,1 documented,1 documented,F,1 documented,"DN: new algorithm for viewshed computation, validated with experiements in real terrains; code on GitHub but no license or docs; other software described in text; data from Terrain layer in ArcGIS",F,NA
giscience,giscience_2021_027,2021,User Preferences and the Shortest Path,F,no,yes,1,EK,0 undocumented,1 documented,F,1 documented,"- Input data consists of personal daily routes, so sharing might be not possible anyway (I found no mention, though)
- No mention of code sharing in the paper",NA,NA
giscience,giscience_2021_028,2021,Map Matching for Semi-Restricted Trajectories,F,yes,yes,1,RD,0 undocumented,0 undocumented,F,0 undocumented,"- Data : They use OSM without any further information
- code & output : a Gh repo with SWHIDis provided but it doesn't overlap all the computational pipeline. It only does a tessallation but It doesn't match trajectories",NA,NA
giscience,giscience_2021_029,2021,Automated Georeferencing of Antarctic Species,F,no,yes,1,ST,0 undocumented,1 documented,F,1 documented,"Input Data: data from gazetteers (New Zealand, SCAR, GeoNames) and species lists referenced, but no direct links provided.
Methods: machine learning classifiers documented, no code provided.
Results: documented with metrics, but no raw data shared.
Computational environment: Python and libraries mentioned (no versions), no hardware or OS details provided.",NA,NA
giscience,giscience_2023_001,2023,Do You Need Instructions Again? Predicting Wayfinding Instruction Demand,F,yes,yes,3,DN,0 undocumented,1 documented,F,1 documented,"DN: navigation experiment with 45 participants; https://geoinfo.geo.tuwien.ac.at/resources/ says that there is ""Published Code and Sample Dataset"" at https://researchdata.tuwien.ac.at/doi/10.48436/yyhjf-bsh02, but the data seems to have been published later - the data DOI is not used in the paper yet! in any case, there is a Jupyter Notebook that does something with the test data, but no figures similar to the ones in the paper are plotted; the actually used DOI leads to a Zenodo record that seems incomplete (10.5281/zenodo.4298703) - very confusing! Nowhere seems to be the actual GPS data referenced, eye tracking data also seems to have been captured...;",F,NA
giscience,giscience_2023_002,2023,Transitions in Dynamic Point Labeling,F,no,yes,3,EK,2 available,2 available,T,2 available,"- The input data (Twitter) and the source code for the prototype are NOT explicitly linked to the paper, but I managed to find them following the anonymized OSF link for the video demos. 
- Video demos showasing the functionality of the prototype linked
- HW specifications, OS, and libraries in Appendix.",NA,NA
giscience,giscience_2023_003,2023,Reducing False Discoveries in Statistically-Significant Regional-Colocation Mining: A Summary of Results,F,no,yes,3,RD,0 undocumented,1 documented,F,1 documented,"- Data: Mobility data from a private compagnie. The dataest is described but not the filters used by the authors
- code & output: well described in the manuscript (no link provided)",NA,NA
giscience,giscience_2023_004,2023,Genetic Programming for Computationally Efficient Land Use Allocation Optimization,F,yes,yes,3,ST,3 available & open,3 available & open,F,3 available & open,"Input Data: datasets (synthetic raster data and real-world vector data for Germany) are publicly available with links provided via Mendeley Data.
Methods: genetic programming for land use allocation is described, with code and workflows available online.
Results: results include visualizations, Pareto front comparisons, and accuracy metrics; raw data shared via repositories.
Computational Environment: mentions Python and Mendeley Data tools, but no details on hardware, OS, or runtime specifics. Use a benckmark to compare.",NA,NA
giscience,giscience_2023_005,2023,Visualizing Geophylogenies - Internal and External Labeling with Phylogenetic Tree Constraints,F,yes,yes,3,MM,2 available,3 available & open,T,1 documented,"Data: in GitHub
Methods: full code, libraries, Docker
Comp: OS, HW and requirements",NA,NA
giscience,giscience_2023_006,2023,Map Reproducibility in Geoscientific Publications: An Exploratory Study,F,yes,yes,3,PK,0 undocumented,1 documented,T,1 documented,"Data: List of papers available, but specific figures not identified, so it is not possible to reproduce the analysis
Method: Outline overall assessment, but specifics of repro attempts are not present. Cannot repeat.
Results: As above, overall summary. No specifics on individual reproductions.
Enviro: Hardware is presented, but what was used for each reproduction is not",NA,NA
giscience,giscience_2023_007,2023,Semi-Supervised Learning from Street-View Images and OpenStreetMap for Automatic Building Height Estimation,F,,yes,3,AG,1 documented,2 available,F,1 documented,"Data: Mapillary; download scripts provided
Methods: GH repo & archive on softwareheritage.org",NA,NA
giscience,giscience_2023_008,2023,Towards a Multidimensional Interaction Framework for Promoting Public Engagement in Citizen Science Projects,T,yes,yes,3,TN,NA,NA,F,NA,"TN: 
Paper presents a framework for categorising citizen science interactions. The framework is then applied to the BioSenCS project as a case study.There is no computational analysis in this sense. The BioSenCS implementation is then presented as part of the paper. The code is available via GitHub and archived via SoftwareHeritage. A usability study was conducted, but the questionnaire, questions and raw results are not available. As the implementation is also presented in another paper and the focus here seems to be on the framework, I categorise this paper as conceptual paper.  ",NA,NA
giscience,giscience_2023_009,2023,Platial k-Anonymity: Improving Location Anonymity Through Temporal Popularity Signatures,F,yes,yes,3,DN,0 undocumented,1 documented,F,1 documented,"DN: data collection and processing is described in detail, but created dataset likely due to commercial origin cannot be shared, also some steps missing (""manually reviewed and made minor adjustments""); processing described through text and formula; ",F,NA
giscience,giscience_2023_010,2023,Data-Spatial Layouts for Grid Maps,F,yes,yes,3,EK,1 documented,2 available,F,1 documented,"- Input data can be accessed from original source. Paper does not specify which xls file from English census data. No data transformation steps for wikipedia table.
- Github link to source code for prototype. Incomplete instructions to run prototype. No license.",NA,NA
giscience,giscience_2023_011,2023,Benchmarking Regression Models Under Spatial Heterogeneity,F,yes,yes,3,RD,2 available,3 available & open,F,3 available & open,"- input: real world data: links are provided and for synthetic data: a script could be found in their GH repo
- method: Github repo with usefull readme + swhid 
- results: script in the same github repo
- Computational env: could not find any information",NA,NA